_HWd6Qi23UY_000030,sheep bleating
94njpf1D4MM_000130,orchestra
phXPDjhaJTU_000015,chicken crowing
ZEdwqSR9MBc_000030,playing piano
8Kr061env3Y_000126,striking pool
50V4GDfLf-Q_000030,"pigeon, dove cooing"
Lp2iclrG_yM_000140,"playing marimba, xylophone"
xpPT894lFHE_000029,strike lighter
_Ju0E0yphVA_000012,opening or closing car electric windows
C-7Dm_f5SB8_000007,playing bagpipes
Hwp_62TYhDk_000110,"playing marimba, xylophone"
IiHTkYhxSRg_000470,stream burbling
Yda2FYKhQyA_000176,smoke detector beeping
EEBkn2OUETk_000570,pumping water
m6WEGgVfky0_000035,wood thrush calling
HFg49xzk1pA_000065,"cattle, bovinae cowbell"
UOQbkXoXcTc_000181,rope skipping
MSqRrbmZWdc_000000,car engine starting
KCspdJXkizA_000000,playing double bass
OG-aiCJQ-ks_000803,playing steelpan
rGQED203KfI_000122,playing steelpan
OxEqaY0qDsE_000170,playing clarinet
iQawihJPWgk_000064,woodpecker pecking tree
14QbFEnqq9Y_000074,beat boxing
XlY-YtIznDs_000465,vacuum cleaner cleaning floors
DHK3IGuuKw4_000030,playing cello
aI2PD0lUW68_000239,playing ukulele
f7ksCbubuZM_000011,reversing beeps
Ofij_fx7WSY_000030,playing bass drum
X3y7RUCAl6Y_000010,fireworks banging
_YB-yyn5adE_000056,cat growling
qX5jGFjR1Dk_000020,cutting hair with electric trimmers
CcbY2tm8heU_000055,playing synthesizer
V32fDI_bjIs_000020,sailing
Kc22akwKcg8_000030,playing cello
Gp20jVEmopY_000126,playing volleyball
WiG2VNFzrFs_000365,child singing
hmKvoeNq0yU_000190,ambulance siren
XzgXE0ytV3g_000030,"railroad car, train wagon"
E6H0xb0k7gU_000030,"male speech, man speaking"
8N_M4GLGWdY_000013,fox barking
S7IDx_qcSaA_000012,horse neighing
E8JrxMPlyR0_000034,missile launch
4q0wumwBeGo_000030,playing acoustic guitar
oq8NvG8V1PQ_000084,slot machine
ww7BYGpbHjw_000011,fire truck siren
yqvS3ItdNLQ_000002,air conditioning noise
zZDOV1fZ5Ng_000042,playing tabla
0v0ibcCdanE_000120,playing banjo
Ad4MpwnZFdY_000079,playing ukulele
OmfLDp4XelI_000080,orchestra
tV0sIqEryIY_000015,wind chime
zOkE7eflRSQ_000440,snake rattling
Uw_0XBawrSc_000080,chicken clucking
tpuXjp8znX0_000000,basketball bounce
EInWyeBbBi0_000001,cheetah chirrup
AT8DYohwJbw_000187,cap gun shooting
4yCN1HMHgGE_000016,playing glockenspiel
xRSxObN6BoM_000060,striking bowling
84O3gG6A7v4_000053,bowling impact
aYA9nYJ75p8_000070,playing banjo
Nf996ZaE3Sw_000030,chicken clucking
S71JTfBC620_000010,ambulance siren
jXk-Txj8zU8_000047,beat boxing
X2vnquG4cRA_000020,playing snare drum
2ep92qmo1YY_000059,cat growling
Akzl9v1T7Fs_000030,"motorboat, speedboat acceleration"
wV0ZNH_UrH0_000076,yodelling
f6FV7yMcPjA_000000,playing accordion
leUjx2uVPqo_000177,child singing
08Z4Z576B-c_000158,playing lacrosse
ERsTmg4EzRg_000503,yodelling
sDbNPMJPENo_000235,playing harp
3iZoclrPsl4_000063,playing ukulele
lKW1V7mPNm8_000030,cat meowing
aR_vxJKLJ54_000004,horse neighing
e8Ttks8PSyw_000020,people sobbing
Zuu2onbU5MI_000004,lighting firecrackers
m64QEva29fw_000285,people booing
wEwoXh58hHo_000010,car engine knocking
0UiiAOxpIyE_000030,playing bass guitar
Ip8hp7YYmAM_000030,people running
1kr3riYc3Z0_000050,underwater bubbling
p4SN2WfTO1o_000090,pheasant crowing
XP-R6XPO-_Q_000198,"ice cream truck, ice cream van"
skUZ2-bfaPM_000004,"vehicle horn, car horn, honking"
qIpIcUGfAqQ_000351,playing volleyball
tTNkckKE36U_000092,planing timber
pzjQablWE4k_000021,bird squawking
JKcKHoqxcCk_000020,"railroad car, train wagon"
Eqogo6uNdy4_000153,tractor digging
dZUqnxxCr24_000036,playing tabla
s4G11begVOI_000016,horse neighing
DJCvAj5plGQ_000025,police car (siren)
TNSSDr1WueU_000093,"cattle, bovinae cowbell"
ILYfegayIsQ_000260,dog bow-wow
XBs5peX_dCQ_000075,canary calling
0JSZRWL8XnM_000039,tractor digging
BJA9uHZv5Yo_000200,orchestra
Ww4lCvsqCMM_000004,toilet flushing
zSqj4nJxnns_000132,bird squawking
S4A39UYSl88_000030,"motorboat, speedboat acceleration"
icCAAIpxAh8_000030,driving motorcycle
ITfUBCYUWY8_000172,parrot talking
OS0hZROi8No_000001,baby crying
qDLIDTuHMPM_000000,dog howling
kH7VCSeE64U_000011,owl hooting
RMlHPm-nrL4_000020,playing banjo
v8FfrA-PJ_Y_000276,volcano explosion
8mJfXFmeN5A_000019,zebra braying
zQSRrvz-Hjc_000192,skiing
OZGJbpcQixE_000100,splashing water
nR-UIEqcREE_000079,tractor digging
eEuQFZSCD0U_000114,firing muskets
0MVyxhgwCqA_000030,playing banjo
METI8orll88_000004,cuckoo bird calling
1fiybCZ6yqI_000064,scuba diving
u1DMEYiZ0Eo_000014,playing ukulele
1IYXVc7UO6g_000101,volcano explosion
gzN4-7_lVC0_000340,playing drum kit
S-f14pakMMw_000133,dog howling
JL-_L_yZlnI_000030,playing cello
FO1CJtzzMRg_000020,dog barking
Xa7cjiDTCYo_000025,dog howling
GVpiUWKmKtc_000288,bowling impact
L_cCPFxq5Kw_000136,playing glockenspiel
ciFftfRWii0_000020,bird squawking
f9NCxhaIjzg_000016,police radio chatter
kh1phR7WyVU_000011,sheep bleating
kzbbYXOEQeo_000030,playing accordion
6JMpWiJo_lU_000030,ocean burbling
7YX3-9UXTks_000207,people eating apple
_O6AmnKPBC8_000067,hail
aJiudk77Ghw_000360,playing bugle
9cfNU_97jyE_000054,playing trumpet
K3G-oBArmoo_000090,playing electronic organ
AhQJtDiHDYs_000002,rope skipping
7QLnVFymcUc_000017,"electric shaver, electric razor shaving"
9yjVwRI5aiU_000137,playing double bass
fuSvJkA90jc_000024,"bird chirping, tweeting"
64r4-xEBNeo_000371,playing cornet
Q1FgW0fcXWg_000004,plastic bottle crushing
NxMqouoZCNw_000060,playing electric guitar
lRYr717CaKg_000040,playing hammond organ
zsyQKeT4CLk_000017,people burping
DnIIWmhDMV8_000021,"playing steel guitar, slide guitar"
wFs0bjmemxA_000346,bowling impact
_tUhZPFkwak_000051,playing tambourine
vfG-qwHcq7M_000000,dog whimpering
GkDF3nF7Tf0_000100,driving motorcycle
TMiadVWnZSI_000000,playing harp
Fs9VaQ4xZy8_000021,lions roaring
MvPsKM7_Xs8_000077,eletric blender running
FQDXOPv4lgE_000060,skateboarding
11sEP1xzI-U_000314,airplane flyby
rP4ol9zX7cg_000111,roller coaster running
XTu2tDISgnA_000046,sharpen knife
ovg24YorPLA_000028,goose honking
amYkfJcQ_8E_000084,yodelling
Euw-9kckD9E_000020,missile launch
eOYNJFL1bRE_000035,car engine knocking
dBsWGKkmEqk_000080,typing on computer keyboard
EG2na5FUYz4_000017,dog baying
CtrGN7mR3fw_000030,"male speech, man speaking"
AyRHwZyYxEs_000003,dog barking
ytdmjHmn--I_000166,police radio chatter
rndjd-fSGhs_000289,male singing
ipdIiXHbU88_000131,playing saxophone
xP5Naqkxgmw_000000,stream burbling
9y8jhd68JZU_000145,singing choir
HGsYBmzGzJw_000507,dinosaurs bellowing
LSxvSU0syjg_000021,playing table tennis
NgEpItGWCb0_000001,dog baying
b9eRQXJ6vWw_000000,"vehicle horn, car horn, honking"
ojALIDagr8g_000000,skateboarding
iAXrRRsmMN4_000087,striking pool
CN1qntICn2E_000030,"pigeon, dove cooing"
J0FVO9_oF30_000050,playing piano
sU1h2TrKbwQ_000030,people shuffling
ci4XgPNza0w_000017,snake hissing
1mCXm7WCcSw_000030,orchestra
9t8rW1MY1Kc_000264,playing darts
TQHL-up5iwA_000273,skiing
z0j7d3hkoNE_000036,playing darts
Bi3iixsjQWw_000111,missile launch
6LSdXZSYT4I_000030,male singing
Ib-5EPcnf9Q_000029,magpie calling
IDJTLOxZoCY_000030,wind noise
jBC0k6SxsFs_000164,rope skipping
SeDwIzZp6EE_000270,playing saxophone
zjntwd--kyU_000881,machine gun shooting
C4i61xPIMSs_000030,"male speech, man speaking"
oz7bKeqdjKk_000038,playing erhu
uQZPDu5Y0RQ_000030,people sniggering
ac1M5aM63N8_000040,bird squawking
uJ1tFbrIkYo_000490,people clapping
zvzuX2OJXZA_000000,fox barking
QuG8_XHZNSg_000194,sea lion barking
99WZAe6QKUc_000030,people whispering
sb53n9aRHpE_000060,wood thrush calling
tK14ydbkgvA_000080,playing accordion
6Ehj3Egq2VI_000030,playing cello
fzMi6yf1Roc_000094,lighting firecrackers
LPsRAZwvkbw_000141,playing table tennis
cKr_pr2qHCU_000069,playing zither
TjKpCmda7k8_000000,machine gun shooting
Gb7M0oEXJ9g_000233,mouse clicking
ol4IaphrMRQ_000020,"fly, housefly buzzing"
8bg_gGguwzg_000482,dog growling
qGxtB0sO7RM_000178,mouse clicking
Y2qDfT1bTfc_000316,coyote howling
APfZO9Z-zlU_000580,playing drum kit
9CmEsDtIz_Q_000060,playing accordion
5cMmgZX17SQ_000200,female singing
cTxs2Ew0RTE_000040,people coughing
bhfbl5KNirU_000105,magpie calling
NlBQrUSHV5I_000030,toilet flushing
CNHIs4v6EmU_000191,playing didgeridoo
rin612CdVI4_000334,turkey gobbling
gIohOsOatyY_000162,playing bongo
BW-Z_8QWXP4_000724,playing tabla
w8usdWdSnlY_000010,people cheering
oMUtBlKMWgI_000025,playing ukulele
ApQYR4IKJeE_000035,playing harp
qY7I1pAk8Hk_000329,people eating noodle
d9fDLbQidNM_000006,civil defense siren
dDiIFjLsiSk_000190,orchestra
3E_Kr84DFR0_000254,striking pool
KHg9A1o9rCs_000006,cap gun shooting
Z5M_41IJE8g_000403,playing congas
dZt-5TbPKqU_000060,"child speech, kid speaking"
We8LV_7y3eE_000070,playing bass guitar
BEVDRhY3hJA_000017,playing bassoon
9UPjyNjGPLk_000189,airplane flyby
sO4r1jGLaPg_000030,lions growling
qJ2OANlr5OI_000180,stream burbling
MsBnw0sk9Fg_000030,"bird chirping, tweeting"
XCe_sW2xN7A_000000,playing trumpet
92ICtLZEClg_000000,fireworks banging
uamovFGCFf0_000030,"engine accelerating, revving, vroom"
GnOPXRdYyoc_000061,black capped chickadee calling
z_lwocmL9dQ_000591,tapping guitar
Avo6pUMjk64_000001,horse neighing
8hH1qD4dp1U_000226,pumping water
dqyUdzrFzCI_000113,child singing
ngimVxatm5U_000090,typing on computer keyboard
10g--i6RXLg_000037,playing guiro
5DgTnYsx4h8_000400,mouse pattering
bceT67WUxXw_000364,sharpen knife
Z6SUbkmF3v0_000010,skidding
uy77Uxy_q-o_000050,playing piano
qAw30a9QfQw_000026,popping popcorn
oNEZ-_nvtBk_000010,lions roaring
pZ0aqNoCT14_000054,tapping guitar
DqB1p-2F7x0_000030,bird wings flapping
TIaBmcNVhks_000140,people hiccup
s9rXzaZ6JmI_000005,lions roaring
QHl6aeGbyww_000000,playing cymbal
2wBb6Bs3lvw_000073,playing timbales
7O-oxrTMYxA_000005,baby crying
8dyMlrBLxrw_000030,playing hammond organ
quP9nBC0Ayc_000040,printer printing
3-YKFxga7C0_000000,playing piano
i13woB5tvQE_000030,baby crying
mirIMR1Fpf4_000030,playing trombone
6Goq5cTXySc_000120,orchestra
LkO9bxwJp0Y_000000,playing drum kit
dKCJpCevfCI_000009,"vehicle horn, car horn, honking"
92fP5fr2UJc_000025,cat meowing
ldcpXpGlWmQ_000695,police radio chatter
VanQzfy4ktQ_000110,playing trumpet
RRkEQC6A84g_000073,playing table tennis
e5NNOHrxoA4_000210,people clapping
384nku0gUe4_000030,chainsawing trees
OW7cXoCLSFk_000090,playing volleyball
bVJjdl2Dxkc_000030,playing piano
Aen3WXQjFTA_000012,playing bagpipes
SZMgyrngUik_000030,playing accordion
nZuv8TNCSAs_000578,vacuum cleaner cleaning floors
Rj55X4oHj40_000018,coyote howling
lRCF5aanjgE_000045,skateboarding
Lz_zEbpRB2A_000030,"pigeon, dove cooing"
PCk6EaYGvQA_000036,pheasant crowing
Nt5FLcuuElI_000320,train horning
JbU-HB-8izs_000123,people booing
z7PKg_Qrwyw_000002,"donkey, ass braying"
rXgx8XYsx_o_000270,woodpecker pecking tree
A2o0GwP-RLs_000015,"motorboat, speedboat acceleration"
xEgiXq8vdtw_000030,"motorboat, speedboat acceleration"
GTcWsE-jGp4_000007,lathe spinning
atnzN48iW8s_000016,gibbon howling
XES8_f-zuL0_000080,thunder
dplCiHpuYUo_000060,"playing marimba, xylophone"
wp_CpaJiryo_000015,"pigeon, dove cooing"
1oGZJN0ZbJM_000008,mouse clicking
ABZ0wFPwgyY_000133,tapping guitar
Pf17Le-cW5g_000071,beat boxing
kdlbwITOExs_000024,scuba diving
ewJg5F8t1Jk_000220,pumping water
oxv4mE5fafk_000050,playing electronic organ
K6GUn0iCa04_000030,"pigeon, dove cooing"
pUmR5KKTdNs_000006,playing badminton
GtWEyzYz2IY_000030,horse clip-clop
DtXBN0ve2CE_000003,baby crying
XSDfLI9AB6U_000000,pig oinking
sbR5wae59AU_000030,people crowd
hAM7N_bKnWE_000094,woodpecker pecking tree
btfKIXSZYv8_000221,people booing
tabZ3snW_sw_000060,wind rustling leaves
i4H923y3A5o_000048,driving snowmobile
Xb5lXOTPMLQ_000028,"bird chirping, tweeting"
sl6si75Yhg0_000090,thunder
mC3xW_UDpIo_000023,playing harpsichord
VD-x1AbO0u8_000014,people eating crisps
koUaJKMuMl4_000040,playing banjo
MFtjlXR1Fl8_000170,playing trombone
FTtiJz4_txk_000045,bull bellowing
s8b2xKBj-ao_000491,playing ukulele
D7c3Bt3GRDc_000055,typing on typewriter
0k4iB49I9A0_000013,electric grinder grinding
3Aqs_F3FDbI_000181,shot football
OshFoLRZYdY_000000,dog howling
yI2vXh_yTS0_000152,playing table tennis
hdGxmrVLGdU_000130,basketball bounce
AnqyqcFL1ho_000001,underwater bubbling
fD3sYU-cWiY_000495,slot machine
p00ChUyjNE4_000156,playing table tennis
igiHMwU_HZ0_000243,playing castanets
bRuJev7JLxA_000100,chainsawing trees
lSOX0CSh4g4_000042,dinosaurs bellowing
ACHLaUGLERQ_000127,rapping
JMqan93tl-E_000025,wood thrush calling
1rrOQgyXs1c_000049,hammering nails
6JTA0Kn9_vg_000454,people eating crisps
B1z0BDd_3so_000020,skidding
21oGk4sKDbY_000093,child singing
BhZdKzyinNM_000030,playing bagpipes
CiLPgUYwG6s_000001,running electric fan
W1713WwiTSA_000020,helicopter
4Zzqkyn-_0s_000119,sheep bleating
JS6idjCnUho_000090,church bell ringing
S62TsSEDsCg_000200,playing trumpet
YXh4Trb07Lw_000162,"heart sounds, heartbeat"
fsQUmYZysb4_000342,playing table tennis
GFu1aN6A-Jc_000005,wind rustling leaves
c6QgylhezjY_000010,dog barking
bpzR-PBuJLw_000014,cattle mooing
W-40vJ7pnQ8_000130,playing bongo
OtqIMhi1QCU_000000,playing harp
xAri_YwsJdk_000158,"playing steel guitar, slide guitar"
nLLKnve1q7w_000030,playing flute
xkt4vIJIo3M_000015,smoke detector beeping
4Sj8DvH0l-g_000050,playing gong
gBT66InYFCk_000039,tapping guitar
91rUkeDeOGE_000089,dog barking
9LEo8IEi6Fc_000030,"playing violin, fiddle"
1xeDIEV5iPs_000015,playing hammond organ
rqS5w4qQ3i8_000042,scuba diving
yl-PJdl0Vrk_000400,goose honking
bzhPkqBtqV8_000050,basketball bounce
bdWVKmG3UiE_000012,train whistling
Eu7150aR7V0_000152,pheasant crowing
BGkb9XuspoY_000160,helicopter
1igjWSxlvM0_000030,female singing
ZHRZ7-JVU6M_000038,baby laughter
JU9BTX6On88_000159,driving snowmobile
GUKYXo96JEw_000024,playing cornet
VFCpu_M4V38_000034,firing cannon
x0LovqB5-KY_000002,people whistling
zgeoeyR2TSk_000030,"pigeon, dove cooing"
_a9Kgu4rdM0_000000,people booing
E21YBqERLQE_000070,tornado roaring
Flg9Km7n7Oc_000020,playing saxophone
1iWNPfMiiKE_000014,people marching
d9AI6ZwbDRc_000004,barn swallow calling
RYXNJiAF9Io_000007,baby crying
qpNx57h9Ngw_000037,dog howling
FOid23PpHKQ_000070,thunder
7b__KH3VA_o_000035,people booing
MtzcYGfssis_000030,turkey gobbling
qV4fNpLxjsk_000006,people clapping
gFQX-V22DNA_000024,warbler chirping
eOTRoVjyFak_000340,stream burbling
2tlSUSvX9RY_000030,"male speech, man speaking"
2GyZ7pjom8c_000017,dog whimpering
XM8S_SYX6cU_000060,"child speech, kid speaking"
yi-ZkDgv_ss_000000,people whistling
5Cvfu-K0loc_000024,playing harp
BdhingCIeQw_000192,playing darts
MexjIyG07o0_000010,ambulance siren
cdWJu7wM7_4_000000,skiing
eBxwQRRol4E_000015,dog whimpering
F5ep22BnKqg_000129,playing table tennis
jP-YPDtrvOM_000042,tornado roaring
6CIYx-DBRx0_000132,basketball bounce
Q1kWQ3Ogve4_000010,"playing marimba, xylophone"
DCcQVDU0sDU_000030,"male speech, man speaking"
XbT6nGZn3ww_000117,wind rustling leaves
1LHgcvBXN-w_000054,tractor digging
35r9Zwy0XX0_000090,horse clip-clop
kbAx8sAW-JQ_000093,parrot talking
GMLhvEdqIvQ_000146,playing table tennis
5rOjd2V-u3M_000018,playing zither
uP87XUaQHFo_000020,fireworks banging
Z8EXPgTDB3E_000012,basketball bounce
ahcqtdmH1Vw_000094,playing lacrosse
VxYLpFTpsmQ_000002,playing table tennis
IPxRYXhWa3o_000160,police radio chatter
UXDzDV_f1jw_000012,playing theremin
9SfiaEW6yAg_000062,civil defense siren
LhYaUSu_zX0_000002,car engine knocking
EnAPKNQ91qs_000058,chipmunk chirping
LOhQ4YSNnfI_000100,people burping
ELjjdydt7Gw_000063,cat growling
01Jxsfxi1r4_000010,skateboarding
iydlyfZ18XM_000077,playing glockenspiel
sEY_fYE4VYo_000014,ferret dooking
oY4YQIPCxc4_000057,elk bugling
zVpJhoW7jRo_000156,beat boxing
oM29HrLg8iI_000038,playing accordion
r1DnHYbcHs0_000071,bird squawking
DHbl8ELtJY8_000033,playing djembe
MHiBy4pYcF0_000450,using sewing machines
Ir5vVtzVOb8_000030,horse clip-clop
G0_OYw8gIt0_000242,canary calling
Dx6WjJnCKOI_000130,playing cornet
gx-vsuqfvbk_000000,foghorn
uElyzUu79Ko_000070,people burping
xJ88naAaWqA_000113,police radio chatter
mNX4BvJW_wk_000334,cricket chirping
BVNBMltRlew_000713,playing harpsichord
nMjq01ktKQc_000221,playing accordion
_a9Bu226Yek_000060,people clapping
fJA9YVzoVho_000169,toilet flushing
_lThcl6HObo_000022,tap dancing
leIOnG3Dcxg_000040,dog bow-wow
ervCLChKFFA_000206,playing theremin
HzyRF594p-A_000030,playing vibraphone
ExGGG1R0liM_000302,"playing marimba, xylophone"
0OdJqt8BOdM_000030,"playing violin, fiddle"
7QQ4IP5Qy-c_000010,fireworks banging
B9kTEQtB_yY_000015,singing choir
ao4hQVe48RY_000030,dog bow-wow
1hw4kAVewoo_000030,horse clip-clop
1cDF8VFJtJw_000052,bowling impact
IE4fF36EIhU_000023,pumping water
VyGwJbSj6PI_000022,crow cawing
BQ3ZpRIsskU_000016,mosquito buzzing
g9D0b_zwAPU_000996,forging swords
OiL6Aj0gC14_000046,playing table tennis
qdl6t1bDb-8_000400,eating with cutlery
6BdoMhUtcPQ_000030,chicken crowing
98K_dDzVEDo_000194,sharpen knife
7d1j19weWk8_000020,people whistling
WtkFuFAbTus_000002,hail
CcPjPpNOPyU_000089,playing trombone
qbsHP4c9_Og_000030,"engine accelerating, revving, vroom"
v0HNYtEvRhI_000051,playing bass drum
dcaZeVsD9iA_000458,playing squash
fQP_29I2CSs_000145,playing bassoon
lvLylSZmrRw_000030,"pigeon, dove cooing"
kluea2M5CUk_000000,playing double bass
I-PGWF0Ry9I_000370,orchestra
1DBmI9YGqfQ_000130,chainsawing trees
KX-MpcEvDoU_000017,people sniggering
Ba-us2952hg_000018,playing glockenspiel
DkJIuTcJaNo_000202,playing trumpet
6S0HyvI0jUw_000018,frog croaking
12AjbwXdvkA_000000,telephone bell ringing
OfCsZfUDjk4_000140,lions growling
8-zr3ySTPTo_000100,playing banjo
GvVWpmwCVh0_000110,splashing water
_qEAh8sL3UU_000001,cuckoo bird calling
52ao_3xM57Q_000080,bird wings flapping
GeyEbCGFaNY_000145,canary calling
JaFEVlLKh9M_000090,people clapping
3XP3bSbuFCg_000000,playing piano
0mykKjpSibM_000323,blowtorch igniting
3Tmq2QIvKZk_000018,francolin calling
XTMHEVoVkAM_000050,"bird chirping, tweeting"
b9MBTI2EBhU_000020,cat purring
kR0pnjr0oRg_000005,frog croaking
jUJHGrnIzyo_000023,people booing
FYE3Kn0nnuE_000050,"child speech, kid speaking"
5yPO7wfnIrQ_000030,orchestra
F9JyQs0L7kY_000010,stream burbling
_q_zSllVrSM_000050,car engine knocking
7cwHASK_iXk_000004,playing trumpet
DOTLl7G7i-g_000047,playing badminton
YV7tIX8ZkFM_000055,mouse clicking
7NtdbUDJOsg_000012,"rowboat, canoe, kayak rowing"
u36F19UISME_000310,people sniggering
Y3aHADUaQaQ_000457,people eating crisps
98L0CIgLg10_000080,mouse pattering
pRhIIQVpzKM_000279,slot machine
guwYnGXui64_000100,driving buses
wNv3E8tdB_Y_000000,goose honking
E4naIeTo9B0_000009,basketball bounce
OiVAblf4xAM_000018,car engine knocking
4E2QFDYS_zk_000227,slot machine
arR2WTMpEWk_000014,rope skipping
OT6Xpe4gDoY_000098,dinosaurs bellowing
xVnD5y0ViRA_000212,bouncing on trampoline
lvPccZtw2w8_000593,lip smacking
e55hoJySHZo_000150,ambulance siren
cesINtdSOfM_000102,people coughing
yTOSXc4su8c_000027,playing synthesizer
R8-QHEZTypY_000015,cheetah chirrup
sZChKtvbPjg_000240,people crowd
Vx3SSFEydyM_000101,playing timpani
EAk6lYFTvhU_000200,driving motorcycle
wxDPHi-WcRI_000005,rope skipping
GSnCzOiOtzQ_000030,"engine accelerating, revving, vroom"
HfpKXlRds3g_000007,people shuffling
71Hp0NECTdI_000160,playing acoustic guitar
pSzrH_pvIX0_000000,people farting
KJVMlgYFaHY_000060,chicken clucking
r0lQuDBXenk_000021,playing glockenspiel
1DewM2r7yMo_000030,car engine starting
epy9tDPZLbQ_000009,"bird chirping, tweeting"
rosI50bxd5U_000026,missile launch
KukBnrmf8gg_000070,sea lion barking
drBgAVF0tyQ_000072,beat boxing
nnHq0pB2Hc8_000680,lip smacking
Sm3Hd1Wlc2k_000067,playing volleyball
7blV-TQI2uY_000283,playing harmonica
xd0iGf_EMK8_000031,baby laughter
MxCgMAT7JIU_000010,car engine starting
LSk35Fi_43I_000238,rope skipping
bIvtrvORpuQ_000011,skiing
YTTqXvMcY1w_000030,sailing
DDC6t5mwDlE_000006,playing bagpipes
AElJ08gIOOM_000470,playing cello
0-ljtP6WJrI_000033,people whistling
W26n3qw0HwE_000220,people clapping
IB3EV1mSeVE_000595,firing cannon
ULaUUU2pYyM_000021,striking pool
lgEC_zBFJnI_000030,playing double bass
od5jnzLDhd8_000187,"playing marimba, xylophone"
cXTnPwYhbRE_000210,singing choir
TFWyhseCA2A_000000,"motorboat, speedboat acceleration"
BOJxTetn3Fs_000079,cap gun shooting
AdaRELFxqF8_000476,sharpen knife
TzSBzowbgDM_000094,tractor digging
zzftU8z4aOI_000230,skateboarding
FSKIaSUc_kY_000015,pheasant crowing
1icEOZdgkVY_000030,baby crying
Qr0ykhH9LZ0_000171,"playing steel guitar, slide guitar"
Ty_ba0af_ng_000118,playing table tennis
cdsaRXbsmtE_000065,electric grinder grinding
5dcze3HrQ-4_000006,police car (siren)
9VDtaUhOW2o_000030,"playing violin, fiddle"
I0TutC60xzw_000209,wood thrush calling
lOjC7F2oFUY_000200,playing saxophone
kxGtSw3NJag_000008,singing bowl
cZH7eyQScdw_000061,baby babbling
